Ensembl Protein ID	Ensembl Gene ID	Associated Gene Name
ENSP00000341680	ENSG00000047579	DTNBP1
ENSP00000314048	ENSG00000047617	ANO2
ENSP00000261250	ENSG00000047621	C12orf4
ENSP00000370242	ENSG00000047644	WWC3
ENSP00000338967	ENSG00000047648	ARHGAP6
ENSP00000353375	ENSG00000047849	MAP4
ENSP00000357484	ENSG00000047932	GOPC
ENSP00000357494	ENSG00000047936	ROS1
ENSP00000003302	ENSG00000048028	USP28
ENSP00000408617	ENSG00000048052	HDAC9
ENSP00000373810	ENSG00000048162	NOP16
ENSP00000398391	ENSG00000048342	CC2D2A
ENSP00000251810	ENSG00000048392	RRM2B
ENSP00000053243	ENSG00000048462	TNFRSF17
ENSP00000312856	ENSG00000048540	LMO3
ENSP00000053468	ENSG00000048544	MRPS10
ENSP00000053469	ENSG00000048545	GUCA1A
ENSP00000311513	ENSG00000048649	RSF1
ENSP00000350854	ENSG00000048707	VPS13D
ENSP00000389951	ENSG00000048740	CELF2
ENSP00000277165	ENSG00000048828	FAM120A
ENSP00000264160	ENSG00000048991	R3HDM1
ENSP00000361834	ENSG00000049089	COL9A2
ENSP00000228280	ENSG00000049130	KITLG
ENSP00000265038	ENSG00000049167	ERCC8
ENSP00000366620	ENSG00000049239	H6PD
ENSP00000054666	ENSG00000049245	VAMP3
ENSP00000355031	ENSG00000049246	PER3
ENSP00000054668	ENSG00000049247	UTS2
ENSP00000366729	ENSG00000049249	TNFRSF9
ENSP00000268933	ENSG00000049283	EPN3
ENSP00000386043	ENSG00000049323	LTBP1
ENSP00000054950	ENSG00000049449	RCN1
ENSP00000252034	ENSG00000049540	ELN
ENSP00000055077	ENSG00000049541	RFC2
ENSP00000344546	ENSG00000049618	ARID1B
ENSP00000313854	ENSG00000049656	CLPTM1L
ENSP00000383199	ENSG00000049759	NEDD4L
ENSP00000365380	ENSG00000049768	FOXP3
ENSP00000055335	ENSG00000049769	PPP1R3F
ENSP00000261416	ENSG00000049860	HEXB
ENSP00000308948	ENSG00000049883	PTCD2
ENSP00000055682	ENSG00000050030	KIAA2022
ENSP00000261247	ENSG00000050130	JKAMP
ENSP00000314910	ENSG00000050165	DKK3
ENSP00000056217	ENSG00000050327	ARHGEF5
ENSP00000056233	ENSG00000050344	NFE2L3
ENSP00000368468	ENSG00000050393	MCUR1
ENSP00000378400	ENSG00000050405	LIMA1
ENSP00000262055	ENSG00000050426	LETMD1
ENSP00000405812	ENSG00000050438	SLC4A8
ENSP00000354360	ENSG00000050555	LAMC3
ENSP00000349003	ENSG00000050628	PTGER3
ENSP00000057513	ENSG00000050730	TNIP3
ENSP00000389338	ENSG00000050748	MAPK9
ENSP00000375069	ENSG00000050767	COL23A1
ENSP00000391669	ENSG00000050820	BCAR1
ENSP00000265978	ENSG00000051009	FAM160A2
ENSP00000409555	ENSG00000051108	HERPUD1
ENSP00000376162	ENSG00000051128	HOMER3
ENSP00000372088	ENSG00000051180	RAD51
ENSP00000264233	ENSG00000051341	POLQ
ENSP00000289153	ENSG00000051382	PIK3CB
ENSP00000261623	ENSG00000051523	CYBA
ENSP00000265097	ENSG00000051596	THOC3
ENSP00000445859	ENSG00000051825	MPHOSPH9
ENSP00000347560	ENSG00000052126	PLEKHA5
ENSP00000319730	ENSG00000052344	PRSS8
ENSP00000358541	ENSG00000052723	SIKE1
ENSP00000360031	ENSG00000052749	RRP12
ENSP00000264433	ENSG00000052795	FNIP2
ENSP00000261507	ENSG00000052802	MSMO1
ENSP00000039989	ENSG00000052841	TTC17
ENSP00000332744	ENSG00000052850	ALX4
ENSP00000261302	ENSG00000053254	FOXN3
ENSP00000344071	ENSG00000053328	METTL24
ENSP00000235835	ENSG00000053371	AKR7A2
ENSP00000364320	ENSG00000053372	MRTO4
ENSP00000062104	ENSG00000053438	NNAT
ENSP00000263897	ENSG00000053501	USE1
ENSP00000328118	ENSG00000053524	MCF2L2
ENSP00000337501	ENSG00000053702	NRIP2
ENSP00000324532	ENSG00000053747	LAMA3
ENSP00000261558	ENSG00000053770	AP5M1
ENSP00000318775	ENSG00000053900	ANAPC4
ENSP00000155840	ENSG00000053918	KCNQ1
ENSP00000362261	ENSG00000054116	TRAPPC3
ENSP00000346634	ENSG00000054118	THRAP3
ENSP00000247665	ENSG00000054148	PHPT1
ENSP00000347213	ENSG00000054179	ENTPD2
ENSP00000451511	ENSG00000054219	LY75
ENSP00000264183	ENSG00000054267	ARID4B
ENSP00000355512	ENSG00000054277	OPN3
ENSP00000355499	ENSG00000054282	SDCCAG8
ENSP00000295718	ENSG00000054356	PTPRN
ENSP00000438468	ENSG00000054392	HHAT
ENSP00000263934	ENSG00000054523	KIF1B
ENSP00000370256	ENSG00000054598	FOXC1
ENSP00000336724	ENSG00000054611	TBC1D22A
ENSP00000350719	ENSG00000054654	SYNE2
ENSP00000342481	ENSG00000054793	ATP9A
ENSP00000360310	ENSG00000054796	SPO11
ENSP00000064571	ENSG00000054803	CBLN4
ENSP00000263671	ENSG00000054938	CHRDL2
ENSP00000348852	ENSG00000054965	FAM168A
ENSP00000064780	ENSG00000054967	RELT
ENSP00000261304	ENSG00000054983	GALC
ENSP00000264279	ENSG00000055044	NOP58
ENSP00000262186	ENSG00000055118	KCNH2
ENSP00000326804	ENSG00000055130	CUL1
ENSP00000325817	ENSG00000055163	CYFIP2
ENSP00000286332	ENSG00000055208	TAB2
ENSP00000356389	ENSG00000055211	GINM1
ENSP00000233057	ENSG00000055332	EIF2AK2
ENSP00000310590	ENSG00000055483	USP36
ENSP00000262189	ENSG00000055609	KMT2C
ENSP00000384040	ENSG00000055813	CCDC85A
ENSP00000338173	ENSG00000055917	PUM2
ENSP00000339844	ENSG00000055950	MRPL43
ENSP00000266041	ENSG00000055955	ITIH4
ENSP00000273283	ENSG00000055957	ITIH1
ENSP00000406598	ENSG00000056050	C4orf27
ENSP00000265069	ENSG00000056097	ZFR
ENSP00000360017	ENSG00000056277	ZNF280C
ENSP00000307822	ENSG00000056291	NPFFR2
ENSP00000362994	ENSG00000056558	TRAF1
ENSP00000354033	ENSG00000056661	PCGF2
ENSP00000288167	ENSG00000056736	IL17RB
ENSP00000357750	ENSG00000056972	TRAF3IP2
ENSP00000370555	ENSG00000056998	GYG2
ENSP00000321573	ENSG00000057019	DCBLD2
ENSP00000283752	ENSG00000057149	SERPINB3
ENSP00000356591	ENSG00000057252	SOAT1
ENSP00000070846	ENSG00000057294	PKP2
ENSP00000263187	ENSG00000057468	MSH4
ENSP00000364731	ENSG00000057593	F7
ENSP00000369538	ENSG00000057608	GDI2
ENSP00000358092	ENSG00000057657	PRDM1
ENSP00000343313	ENSG00000057663	ATG5
ENSP00000246151	ENSG00000057757	PITHD1
ENSP00000385045	ENSG00000057935	MTA3
ENSP00000263966	ENSG00000058056	USP13
ENSP00000321195	ENSG00000058063	ATP11B
ENSP00000264144	ENSG00000058085	LAMC2
ENSP00000265741	ENSG00000058091	CDK14
ENSP00000243253	ENSG00000058262	SEC61A1
ENSP00000261207	ENSG00000058272	PPP1R12A
ENSP00000405963	ENSG00000058335	RASGRF1
ENSP00000379098	ENSG00000058404	CAMK2B
ENSP00000364691	ENSG00000058453	CROCC
ENSP00000299853	ENSG00000058600	POLR3E
ENSP00000350310	ENSG00000058668	ATP2B4
ENSP00000333253	ENSG00000058673	ZC3H11A
ENSP00000283109	ENSG00000058729	RIOK2
ENSP00000072644	ENSG00000058799	YIPF1
ENSP00000360483	ENSG00000058804	NDC1
ENSP00000265022	ENSG00000058866	DGKG
ENSP00000373873	ENSG00000059145	UNKL
ENSP00000389414	ENSG00000059377	TBXAS1
ENSP00000360268	ENSG00000059573	ALDH18A1
ENSP00000040877	ENSG00000059588	TARBP1
ENSP00000263985	ENSG00000059691	PET112
ENSP00000264444	ENSG00000059728	MXD1
ENSP00000261211	ENSG00000059758	CDK17
ENSP00000320650	ENSG00000059769	DNAJC25
ENSP00000075120	ENSG00000059804	SLC2A3
ENSP00000020673	ENSG00000059915	PSD
ENSP00000299543	ENSG00000060069	CTDP1
ENSP00000228251	ENSG00000060138	YBX3
ENSP00000075503	ENSG00000060140	STYK1
ENSP00000313059	ENSG00000060237	WNK1
ENSP00000265872	ENSG00000060339	CCAR1
ENSP00000290291	ENSG00000060491	OGFR
ENSP00000262958	ENSG00000060558	GNA15
ENSP00000078445	ENSG00000060566	CREB3L3
ENSP00000078527	ENSG00000060642	PIGV
ENSP00000334941	ENSG00000060656	PTPRU
ENSP00000263694	ENSG00000060688	SNRNP40
ENSP00000261655	ENSG00000060709	RIMBP2
ENSP00000359114	ENSG00000060718	COL11A1
ENSP00000354223	ENSG00000060762	MPC1
ENSP00000333664	ENSG00000060971	ACAA1
ENSP00000443459	ENSG00000060982	BCAT1
ENSP00000080059	ENSG00000061273	HDAC7
ENSP00000265801	ENSG00000061337	LZTS1
ENSP00000384725	ENSG00000061455	PRDM6
ENSP00000381739	ENSG00000061492	WNT8A
ENSP00000363391	ENSG00000061656	SPAG4
ENSP00000354251	ENSG00000061676	NCKAP1
ENSP00000081029	ENSG00000061794	MRPS35
ENSP00000264424	ENSG00000061918	GUCY1B3
ENSP00000261674	ENSG00000061936	SFSWAP
ENSP00000371341	ENSG00000061938	TNK2
ENSP00000377252	ENSG00000061987	MON2
ENSP00000264012	ENSG00000062038	CDH3
ENSP00000352319	ENSG00000062096	ARSF
ENSP00000264779	ENSG00000062194	GPBP1
ENSP00000228027	ENSG00000062282	DGAT2
ENSP00000342056	ENSG00000062485	CS
ENSP00000263800	ENSG00000062524	LTK
ENSP00000318158	ENSG00000062582	MRPS24
ENSP00000290246	ENSG00000062598	ELMO2
ENSP00000298767	ENSG00000062650	WAPAL
ENSP00000262291	ENSG00000062716	VMP1
ENSP00000083182	ENSG00000062725	APPBP2
ENSP00000406046	ENSG00000062822	POLD1
ENSP00000262056	ENSG00000063046	EIF4B
ENSP00000338627	ENSG00000063127	SLC6A16
ENSP00000379946	ENSG00000063169	GLTSCR1
ENSP00000245222	ENSG00000063176	SPHK2
ENSP00000447001	ENSG00000063177	RPL18
ENSP00000307863	ENSG00000063244	U2AF2
ENSP00000406209	ENSG00000063245	EPN1
ENSP00000314343	ENSG00000063322	MED29
ENSP00000323816	ENSG00000063438	AHRR
ENSP00000411097	ENSG00000063587	ZNF275
ENSP00000359417	ENSG00000063601	MTMR1
ENSP00000264039	ENSG00000063660	GPC1
ENSP00000238561	ENSG00000063761	ADCK1
ENSP00000380514	ENSG00000063854	HAGH
ENSP00000315212	ENSG00000063978	RNF4
ENSP00000351273	ENSG00000064012	CASP8
ENSP00000261191	ENSG00000064102	ASUN
ENSP00000342322	ENSG00000064115	TM7SF3
ENSP00000389870	ENSG00000064195	DLX3
ENSP00000227135	ENSG00000064199	SPA17
ENSP00000182290	ENSG00000064201	TSPAN32
ENSP00000190983	ENSG00000064205	WISP2
ENSP00000190165	ENSG00000064218	DMRT3
ENSP00000377717	ENSG00000064225	ST3GAL6
ENSP00000262429	ENSG00000064270	ATP2C2
ENSP00000172229	ENSG00000064300	NGFR
ENSP00000263577	ENSG00000064309	CDON
ENSP00000367406	ENSG00000064313	TAF2
ENSP00000385571	ENSG00000064393	HIPK2
ENSP00000265388	ENSG00000064419	TNPO3
ENSP00000457957	ENSG00000064489	MEF2BNB-MEF2B
ENSP00000305071	ENSG00000064490	RFXANK
ENSP00000162044	ENSG00000064545	TMEM161A
ENSP00000384665	ENSG00000064547	LPAR2
ENSP00000361562	ENSG00000064601	CTSA
ENSP00000337926	ENSG00000064607	SUGP2
ENSP00000262461	ENSG00000064651	SLC12A2
ENSP00000261369	ENSG00000064652	SNX24
ENSP00000333640	ENSG00000064655	EYA2
ENSP00000263097	ENSG00000064666	CNN2
ENSP00000263094	ENSG00000064687	ABCA7
ENSP00000261368	ENSG00000064692	SNCAIP
ENSP00000358716	ENSG00000064703	DDX20
ENSP00000261721	ENSG00000064726	BTBD1
ENSP00000182377	ENSG00000064763	FAR2
ENSP00000379290	ENSG00000064787	BCAS1
ENSP00000342931	ENSG00000064835	POU1F1
ENSP00000354733	ENSG00000064932	SBNO2
ENSP00000406490	ENSG00000064933	PMS1
ENSP00000328269	ENSG00000064961	HMG20B
ENSP00000376177	ENSG00000064989	CALCRL
ENSP00000354633	ENSG00000064995	TAF11
ENSP00000353518	ENSG00000064999	ANKS1A
ENSP00000344055	ENSG00000065000	AP3D1
ENSP00000363064	ENSG00000065029	ZNF76
ENSP00000408005	ENSG00000065054	SLC9A3R2
ENSP00000219066	ENSG00000065057	NTHL1
ENSP00000192788	ENSG00000065060	UHRF1BP1
ENSP00000358867	ENSG00000065135	GNAI3
ENSP00000261574	ENSG00000065150	IPO5
ENSP00000357838	ENSG00000065154	OAT
ENSP00000308179	ENSG00000065183	WDR3
ENSP00000359552	ENSG00000065243	PKN2
ENSP00000251289	ENSG00000065268	WDR18
ENSP00000182527	ENSG00000065308	TRAM2
ENSP00000173229	ENSG00000065320	NTN1
ENSP00000262441	ENSG00000065325	GLP2R
ENSP00000328405	ENSG00000065357	DGKA
ENSP00000267101	ENSG00000065361	ERBB3
ENSP00000184183	ENSG00000065371	ROPN1
ENSP00000387233	ENSG00000065413	ANKRD44
ENSP00000325448	ENSG00000065427	KARS
ENSP00000310015	ENSG00000065457	ADAT1
ENSP00000323313	ENSG00000065485	PDIA5
ENSP00000362590	ENSG00000065491	TBC1D22B
ENSP00000184266	ENSG00000065518	NDUFB4
ENSP00000364912	ENSG00000065526	SPEN
ENSP00000353452	ENSG00000065534	MYLK
ENSP00000338788	ENSG00000065548	ZC3H15
ENSP00000262445	ENSG00000065559	MAP2K4
ENSP00000358708	ENSG00000065609	SNAP91
ENSP00000358770	ENSG00000065613	SLK
ENSP00000358695	ENSG00000065615	CYB5R4
ENSP00000340937	ENSG00000065618	COL17A1
ENSP00000345023	ENSG00000065621	GSTO2
ENSP00000298428	ENSG00000065665	SEC61A2
ENSP00000263125	ENSG00000065675	PRKCQ
ENSP00000262953	ENSG00000065717	TLE2
ENSP00000264607	ENSG00000065802	ASB1
ENSP00000358719	ENSG00000065833	ME1
ENSP00000261439	ENSG00000065882	TBC1D1
ENSP00000181839	ENSG00000065883	CDK13
ENSP00000377617	ENSG00000065911	MTHFD2
ENSP00000330320	ENSG00000065923	SLC9A7
ENSP00000361626	ENSG00000065978	YBX1
ENSP00000270474	ENSG00000065989	PDE4A
ENSP00000261461	ENSG00000066027	PPP2R5A
ENSP00000418191	ENSG00000066032	CTNNA2
ENSP00000385269	ENSG00000066044	ELAVL1
ENSP00000361554	ENSG00000066056	TIE1
ENSP00000301180	ENSG00000066084	DIP2B
ENSP00000378414	ENSG00000066117	SMARCD1
ENSP00000361473	ENSG00000066135	KDM4A
ENSP00000396620	ENSG00000066136	NFYC
ENSP00000361646	ENSG00000066185	ZMYND12
ENSP00000264938	ENSG00000066230	SLC9A3
ENSP00000264051	ENSG00000066248	NGEF
ENSP00000356379	ENSG00000066279	ASPM
ENSP00000312367	ENSG00000066294	CD84
ENSP00000361536	ENSG00000066322	ELOVL1
ENSP00000227163	ENSG00000066336	SPI1
ENSP00000331111	ENSG00000066379	ZNRD1
ENSP00000350833	ENSG00000066382	MPPED2
ENSP00000183605	ENSG00000066405	CLDN18
ENSP00000326200	ENSG00000066422	ZBTB11
ENSP00000376965	ENSG00000066427	ATXN3
ENSP00000163416	ENSG00000066455	GOLGA5
ENSP00000410294	ENSG00000066468	FGFR2
ENSP00000359990	ENSG00000066557	LRRC40
ENSP00000334314	ENSG00000066629	EML1
ENSP00000333934	ENSG00000066651	TRMT11
ENSP00000370741	ENSG00000066654	THUMPD1
ENSP00000388241	ENSG00000066735	KIF26A
ENSP00000353010	ENSG00000066739	ATG2B
ENSP00000262215	ENSG00000066777	ARFGEF1
ENSP00000327453	ENSG00000066813	ACSM2B
ENSP00000319318	ENSG00000066923	STAG3
ENSP00000372326	ENSG00000066926	FECH
ENSP00000348349	ENSG00000066933	MYO9A
ENSP00000336725	ENSG00000067048	DDX3Y
ENSP00000370517	ENSG00000067057	PFKP
ENSP00000370748	ENSG00000067064	IDI1
ENSP00000343023	ENSG00000067066	SP100
ENSP00000419923	ENSG00000067082	KLF6
ENSP00000264775	ENSG00000067113	PPAP2A
ENSP00000261908	ENSG00000067141	NEO1
ENSP00000262213	ENSG00000067167	TRAM1
ENSP00000362643	ENSG00000067177	PHKA1
ENSP00000162749	ENSG00000067182	TNFRSF1A
ENSP00000377840	ENSG00000067191	CACNB1
ENSP00000359356	ENSG00000067208	EVI5
ENSP00000319323	ENSG00000067221	STOML1
ENSP00000320171	ENSG00000067225	PKM
ENSP00000251636	ENSG00000067248	DHX29
ENSP00000411010	ENSG00000067334	DNTTIP2
ENSP00000371345	ENSG00000067365	METTL22
ENSP00000371475	ENSG00000067369	TP53BP1
ENSP00000173898	ENSG00000067445	TRO
ENSP00000355899	ENSG00000067533	RRP15
ENSP00000400175	ENSG00000067560	RHOA
ENSP00000262415	ENSG00000067596	DHX8
ENSP00000367830	ENSG00000067606	PRKCZ
ENSP00000155093	ENSG00000067646	ZFY
ENSP00000303279	ENSG00000067704	IARS2
ENSP00000261205	ENSG00000067715	SYT1
ENSP00000446132	ENSG00000067798	NAV3
ENSP00000217901	ENSG00000067829	IDH3G
ENSP00000263519	ENSG00000067842	ATP2B3
ENSP00000382697	ENSG00000067900	ROCK1
ENSP00000415151	ENSG00000067955	CBFB
ENSP00000387536	ENSG00000067992	PDK3
ENSP00000350387	ENSG00000068001	HYAL2
ENSP00000264606	ENSG00000068024	HDAC4
ENSP00000349547	ENSG00000068028	RASSF1
ENSP00000339824	ENSG00000068078	FGFR3
ENSP00000395590	ENSG00000068079	IFI35
ENSP00000184956	ENSG00000068097	HEATR6
ENSP00000464814	ENSG00000068120	COASY
ENSP00000468678	ENSG00000068137	PLEKHH3
ENSP00000346389	ENSG00000068305	MEF2A
ENSP00000156084	ENSG00000068308	OTUD5
ENSP00000314129	ENSG00000068323	TFE3
ENSP00000365962	ENSG00000068354	TBC1D25
ENSP00000339787	ENSG00000068366	ACSL4
ENSP00000357583	ENSG00000068383	INPP5A
ENSP00000156109	ENSG00000068394	GPKOW
ENSP00000365624	ENSG00000068400	GRIPAP1
ENSP00000326948	ENSG00000068438	FTSJ1
ENSP00000262293	ENSG00000068489	PRR11
ENSP00000438346	ENSG00000068615	REEP1
ENSP00000283558	ENSG00000068650	ATP11A
ENSP00000263857	ENSG00000068654	POLR1A
ENSP00000175091	ENSG00000068697	LAPTM4A
ENSP00000316699	ENSG00000068724	TTC7A
ENSP00000331103	ENSG00000068745	IP6K2
ENSP00000311493	ENSG00000068781	STON1-GTF2A1L
ENSP00000263736	ENSG00000068784	SRBD1
ENSP00000324549	ENSG00000068793	CYFIP1
ENSP00000385000	ENSG00000068796	KIF2A
ENSP00000338864	ENSG00000068831	RASGRP2
ENSP00000384211	ENSG00000068878	PSME4
ENSP00000312778	ENSG00000068885	IFT80
ENSP00000249396	ENSG00000068903	SIRT2
ENSP00000185150	ENSG00000068912	ERLEC1
ENSP00000164133	ENSG00000068971	PPP2R5B
ENSP00000164139	ENSG00000068976	PYGM
ENSP00000265340	ENSG00000069011	PITX1
ENSP00000426070	ENSG00000069018	TRPC7
ENSP00000385727	ENSG00000069020	MAST4
ENSP00000261396	ENSG00000069248	NUP133
ENSP00000356110	ENSG00000069275	NUCKS1
ENSP00000299138	ENSG00000069329	VPS35
ENSP00000314030	ENSG00000069345	DNAJA2
ENSP00000164227	ENSG00000069399	BCL3
ENSP00000367323	ENSG00000069424	KCNAB2
ENSP00000261200	ENSG00000069431	ABCC9
ENSP00000265643	ENSG00000069482	GAL
ENSP00000261340	ENSG00000069493	CLEC2D
ENSP00000367284	ENSG00000069509	FUNDC1
ENSP00000367309	ENSG00000069535	MAOB
ENSP00000261523	ENSG00000069667	RORA
ENSP00000176183	ENSG00000069696	DRD4
ENSP00000212355	ENSG00000069702	TGFBR3
ENSP00000393847	ENSG00000069764	PLA2G10
ENSP00000367065	ENSG00000069812	HES2
ENSP00000286371	ENSG00000069849	ATP1B3
ENSP00000345530	ENSG00000069869	NEDD4
ENSP00000164305	ENSG00000069943	PIGB
ENSP00000261845	ENSG00000069956	MAPK6
ENSP00000261837	ENSG00000069966	GNB5
ENSP00000337761	ENSG00000069974	RAB27A
ENSP00000263202	ENSG00000070010	UFD1L
ENSP00000261349	ENSG00000070018	LRP6
ENSP00000261170	ENSG00000070019	GUCY2C
ENSP00000176195	ENSG00000070031	SCT
ENSP00000410626	ENSG00000070047	PHRF1
ENSP00000363779	ENSG00000070061	IKBKAP
ENSP00000436455	ENSG00000070081	NUCB2
ENSP00000239940	ENSG00000070087	PFN2
ENSP00000363667	ENSG00000070159	PTPN3
ENSP00000374372	ENSG00000070182	SPTB
ENSP00000423602	ENSG00000070190	DAPP1
ENSP00000264664	ENSG00000070193	FGF10
ENSP00000363852	ENSG00000070214	SLC44A1
ENSP00000263073	ENSG00000070366	SMG6
ENSP00000389934	ENSG00000070367	EXOC5
ENSP00000445677	ENSG00000070371	CLTCL1
ENSP00000215530	ENSG00000070388	FGF22
ENSP00000166139	ENSG00000070404	FSTL3
ENSP00000263196	ENSG00000070413	DGCR2
ENSP00000292363	ENSG00000070423	RNF126
ENSP00000174618	ENSG00000070444	MNT
ENSP00000374359	ENSG00000070476	ZXDC
ENSP00000394085	ENSG00000070495	JMJD6
ENSP00000265421	ENSG00000070501	POLB
ENSP00000156626	ENSG00000070526	ST6GALNAC1
ENSP00000262139	ENSG00000070540	WIPI1
ENSP00000367343	ENSG00000070610	GBA2
ENSP00000261797	ENSG00000070614	NDST1
ENSP00000175506	ENSG00000070669	ASNS
ENSP00000174653	ENSG00000070718	AP3M2
ENSP00000251102	ENSG00000070729	CNGB1
ENSP00000225276	ENSG00000070731	ST6GALNAC2
ENSP00000337103	ENSG00000070748	CHAT
ENSP00000313007	ENSG00000070756	PABPC1
ENSP00000361158	ENSG00000070759	TESK2
ENSP00000262498	ENSG00000070761	C16orf80
ENSP00000262506	ENSG00000070770	CSNK2A2
ENSP00000330276	ENSG00000070778	PTPN21
ENSP00000353575	ENSG00000070785	EIF2B3
ENSP00000381412	ENSG00000070808	CAMK2A
ENSP00000421655	ENSG00000070814	TCOF1
ENSP00000314458	ENSG00000070831	CDC42
ENSP00000315410	ENSG00000070882	OSBPL3
ENSP00000166244	ENSG00000070886	EPHA8
ENSP00000402152	ENSG00000070915	SLC12A3
ENSP00000264926	ENSG00000070950	RAD18
ENSP00000261173	ENSG00000070961	ATP2B1
ENSP00000155858	ENSG00000070985	TRPM5
ENSP00000233154	ENSG00000071051	NCK2
ENSP00000314363	ENSG00000071054	MAP4K4
ENSP00000264968	ENSG00000071073	MGAT4A
ENSP00000386717	ENSG00000071082	RPL31
ENSP00000427687	ENSG00000071127	WDR1
ENSP00000398789	ENSG00000071189	SNX13
ENSP00000336923	ENSG00000071205	ARHGAP10
ENSP00000427015	ENSG00000071242	RPS6KA2
ENSP00000320566	ENSG00000071243	ING3
ENSP00000167106	ENSG00000071246	VASH1
ENSP00000401191	ENSG00000071462	WBSCR22
ENSP00000337053	ENSG00000071537	SEL1L
ENSP00000166345	ENSG00000071539	TRIP13
ENSP00000358777	ENSG00000071553	ATP6AP1
ENSP00000262965	ENSG00000071564	TCF3
ENSP00000155926	ENSG00000071575	TRIB2
ENSP00000233078	ENSG00000071626	DAZAP1
ENSP00000156825	ENSG00000071655	MBD3
ENSP00000165524	ENSG00000071677	PRLH
ENSP00000308944	ENSG00000071794	HLTF
ENSP00000377225	ENSG00000071859	FAM50A
ENSP00000339353	ENSG00000071894	CPSF1
ENSP00000386213	ENSG00000071909	MYO3B
ENSP00000319141	ENSG00000071967	CYBRD1
ENSP00000439467	ENSG00000071994	PDCD2
ENSP00000266682	ENSG00000072041	SLC6A15
ENSP00000370750	ENSG00000072042	RDH11
ENSP00000309591	ENSG00000072062	PRKACA
ENSP00000340688	ENSG00000072071	LPHN1
ENSP00000168148	ENSG00000072080	SPP2
ENSP00000377941	ENSG00000072110	ACTN1
ENSP00000251119	ENSG00000072121	ZFYVE26
ENSP00000262752	ENSG00000072133	RPS6KA6
ENSP00000320543	ENSG00000072134	EPN2
ENSP00000175756	ENSG00000072135	PTPN18
ENSP00000326888	ENSG00000072163	LIMS2
ENSP00000326627	ENSG00000072182	ASIC4
ENSP00000311684	ENSG00000072195	SPEG
ENSP00000263925	ENSG00000072201	LNX1
ENSP00000345774	ENSG00000072210	ALDH3A2
ENSP00000353224	ENSG00000072274	TFRC
ENSP00000348069	ENSG00000072310	SREBF1
ENSP00000262839	ENSG00000072315	TRPC5
ENSP00000265343	ENSG00000072364	AFF4
ENSP00000363019	ENSG00000072401	UBE2D1
ENSP00000261681	ENSG00000072415	MPP5
ENSP00000338671	ENSG00000072422	RHOBTB1
ENSP00000399947	ENSG00000072444	ASAH2C
ENSP00000323421	ENSG00000072501	SMC1A
ENSP00000168216	ENSG00000072506	HSD17B10
ENSP00000385751	ENSG00000072518	MARK2
ENSP00000377492	ENSG00000072571	HMMR
ENSP00000392395	ENSG00000072609	CHFR
ENSP00000261180	ENSG00000072657	TRHDE
ENSP00000166534	ENSG00000072682	P4HA2
ENSP00000351497	ENSG00000072694	FCGR2B
ENSP00000300659	ENSG00000072736	NFATC3
ENSP00000251607	ENSG00000072756	TRNT1
ENSP00000349297	ENSG00000072778	ACADVL
ENSP00000176763	ENSG00000072786	STK10
ENSP00000265094	ENSG00000072803	FBXW11
ENSP00000158762	ENSG00000072818	ACAP1
ENSP00000321606	ENSG00000072832	CRMP1
ENSP00000264956	ENSG00000072840	EVC
ENSP00000158771	ENSG00000072849	DERL2
ENSP00000345892	ENSG00000072864	NDE1
ENSP00000412130	ENSG00000072952	MRVI1
ENSP00000388996	ENSG00000072958	AP1M1
ENSP00000402060	ENSG00000073008	PVR
ENSP00000358622	ENSG00000073009	IKBKG
ENSP00000262887	ENSG00000073050	XRCC1
ENSP00000261693	ENSG00000073060	SCARB1
ENSP00000265056	ENSG00000073111	MCM2
ENSP00000262794	ENSG00000073146	MOV10L1
ENSP00000379183	ENSG00000073150	PANX2
ENSP00000370288	ENSG00000073169	SELO
ENSP00000264731	ENSG00000073282	TP63
ENSP00000376333	ENSG00000073350	LLGL2
ENSP00000311453	ENSG00000073417	PDE8A
ENSP00000370213	ENSG00000073464	CLCN4
ENSP00000413572	ENSG00000073536	NLE1
ENSP00000264932	ENSG00000073578	SDHA
ENSP00000323967	ENSG00000073584	SMARCE1
ENSP00000353465	ENSG00000073605	GSDMB
ENSP00000382688	ENSG00000073614	KDM5A
ENSP00000264977	ENSG00000073711	PPP2R3A
ENSP00000342858	ENSG00000073712	FERMT2
ENSP00000263817	ENSG00000073734	ABCB11
ENSP00000316670	ENSG00000073737	DHRS9
ENSP00000356438	ENSG00000073756	PTGS2
ENSP00000371634	ENSG00000073792	IGF2BP2
ENSP00000265026	ENSG00000073803	MAP3K13
ENSP00000169298	ENSG00000073849	ST6GAL1
ENSP00000177694	ENSG00000073861	TBX21
ENSP00000369600	ENSG00000073910	FRY
ENSP00000377015	ENSG00000073921	PICALM
ENSP00000381293	ENSG00000073969	NSF
ENSP00000354586	ENSG00000074047	GLI2
ENSP00000263710	ENSG00000074054	CLASP1
ENSP00000380531	ENSG00000074071	MRPS34
ENSP00000263388	ENSG00000074181	NOTCH3
ENSP00000433919	ENSG00000074201	CLNS1A
ENSP00000335083	ENSG00000074211	PPP2R2C
ENSP00000310701	ENSG00000074219	TEAD2
ENSP00000263360	ENSG00000074266	EED
ENSP00000261944	ENSG00000074276	CDHR2
ENSP00000308057	ENSG00000074317	SNCB
ENSP00000251968	ENSG00000074319	TSG101
ENSP00000373657	ENSG00000074356	C17orf85
